Product_ID,Product_Name,Product_Category,Color,Cost,Price,Modified_Date
15574,Summers-Vance aiB_4529,Beauty,Bisque,2982.14,3553.64,2021_08_10-07_31_08_PM
8842,Bell Inc TZI_8694,Sports and Outdoors,MediumTurquoise,3380.2,4372.55,2021_08_10-07_31_08_PM
4170,"Lindsey, Mata and Hill Fnv_2624","Clothing, Shoes and Jewelry",LightCoral,2886.55,3290.62,2021_08_10-07_31_08_PM
21917,"Alvarado, Hansen and Mitchell OeK_9662",Sports and Outdoors,BurlyWood,2095.97,2709.61,2021_08_10-07_31_08_PM
2599,Norton-Lewis Ekv_0410,Beauty,DodgerBlue,2008.77,2391.81,2021_08_10-07_31_08_PM
1547,Gibbs-Morris Jdr_4144,Instant Video,Thistle,3968.82,4808.15,2021_08_10-07_31_08_PM
12428,"Ruiz, Johnson and Allen LWC_5351",Tools and Home Improvement,OliveDrab,3153.08,3832.75,2021_08_10-07_31_08_PM
25899,Taylor Group gma_4108,Sports and Outdoors,MintCream,1758.51,2081.54,2021_08_10-07_31_08_PM
19193,Day PLC tjm_7724,CDs and Vinyl,Linen,3581.07,4533.61,2021_08_10-07_31_08_PM
15377,Anderson-Holt pEh_1158,Baby,Thistle,1076.89,1242.52,2021_08_10-07_31_08_PM
18226,"Thompson, Douglas and Meyer oSr_7999",Instant Video,Azure,3522.55,4231.51,2021_08_10-07_31_08_PM
735,"Hudson, Bennett and Carr QXd_2196",Grocery and Gourmet Food,MediumSeaGreen,3290.5,3692.96,2021_08_10-07_31_08_PM
19551,"Richardson, Smith and Hardy AGh_6153",Apps for Android,Azure,3842.32,4948.91,2021_08_10-07_31_08_PM
6377,Dunn Group PUV_7185,Beauty,AntiqueWhite,2939.51,3504.4,2021_08_10-07_31_08_PM
9186,Liu-Thompson srl_5569,Grocery and Gourmet Food,Linen,4310.57,4825.14,2021_08_10-07_31_08_PM
4593,Mcbride-Schultz hzw_6296,CDs and Vinyl,Olive,829.77,977.03,2021_08_10-07_31_08_PM
15042,"Logan, Ferguson and Valencia Mum_6027",Office Products,Fuchsia,897.25,1096.23,2021_08_10-07_31_08_PM
29047,"Carter, Garcia and Spencer Wry_9625",Electronics,PaleVioletRed,726.68,940.94,2021_08_10-07_31_08_PM
14953,Ray Inc YjI_4795,Apps for Android,LightGoldenRodYellow,1361.97,1613.21,2021_08_10-07_31_08_PM
11513,Pennington Inc IrF_7913,Automotive,BlueViolet,1530.53,1933.07,2021_08_10-07_31_08_PM
5393,Monroe Inc wem_8679,Grocery and Gourmet Food,BlueViolet,1866.96,2166.53,2021_08_10-07_31_08_PM
7017,"Lopez, Rose and Acosta hcX_0066",Beauty,LightYellow,2917.7,3317.63,2021_08_10-07_31_08_PM
8496,Robinson Ltd CUt_0391,Automotive,Aqua,410.98,497.6,2021_08_10-07_31_08_PM
27817,Cuevas Inc KjE_0208,Grocery and Gourmet Food,Tomato,3855.76,4416.62,2021_08_10-07_31_08_PM
17326,Figueroa-Moore cFT_8501,Pet Supplies,PaleTurquoise,4067.97,4704.65,2021_08_10-07_31_08_PM
10043,Bates and Sons tJQ_2934,Home and Kitchen,LightGoldenRodYellow,897.73,1026.99,2021_08_10-07_31_08_PM
7569,Robinson Ltd PEI_9138,Pet Supplies,FireBrick,840.15,1048.78,2021_08_10-07_31_08_PM
19066,Olson Group TIG_2524,Cell Phones and Accessories,DarkTurquoise,1026.29,1136.14,2021_08_10-07_31_08_PM
29826,Rios Ltd uTg_2931,Cell Phones and Accessories,DarkKhaki,2511.17,3161.48,2021_08_10-07_31_08_PM
1418,Richard and Sons EBh_1117,Tools and Home Improvement,RosyBrown,4748.03,5721.61,2021_08_10-07_31_08_PM
9600,Curtis and Sons xAL_1404,Home and Kitchen,MintCream,3681.39,4154.69,2021_08_10-07_31_08_PM
4538,Washington Group FdQ_0149,Grocery and Gourmet Food,SaddleBrown,1487.32,1755.93,2021_08_10-07_31_08_PM
3217,"Raymond, Hernandez and Gonzalez Lnr_0743",Home and Kitchen,DarkOrchid,3504.27,4339.2,2021_08_10-07_31_08_PM
20568,Wise Group TAe_3791,Video Games,SpringGreen,2171.48,2564.76,2021_08_10-07_31_08_PM
27374,"Barker, Garza and Kim GRt_1560",Automotive,DarkKhaki,1655.53,2147.85,2021_08_10-07_31_08_PM
16052,Nguyen PLC SZP_5034,Apps for Android,Olive,1446.74,1673.18,2021_08_10-07_31_08_PM
25280,Oconnor-Hoover xFs_1428,Electronics,Chartreuse,995.27,1247.61,2021_08_10-07_31_08_PM
27478,Warren and Sons gTZ_5974,Baby,DarkOrange,3033.75,3385.04,2021_08_10-07_31_08_PM
25040,Morales Group pwi_7709,Sports and Outdoors,SteelBlue,2557.25,3133.92,2021_08_10-07_31_08_PM
7766,"Scott, Hall and Bowen hgx_1501",Digital Music,FloralWhite,4955.91,5988.69,2021_08_10-07_31_08_PM
16962,Smith and Sons POE_8599,Tools and Home Improvement,MediumTurquoise,445.41,578.48,2021_08_10-07_31_08_PM
1295,Smith-Gross IOT_8009,Apps for Android,GhostWhite,4651.05,5897.65,2021_08_10-07_31_08_PM
25476,"Alvarez, Greene and Klein bGM_1064",Kindle Store,MistyRose,1851.93,2134.79,2021_08_10-07_31_08_PM
11113,"Townsend, Leon and Porter Txf_0555",Digital Music,Bisque,756.74,875.01,2021_08_10-07_31_08_PM
19909,Campos-Henderson EHY_7426,Digital Music,Blue,1729.91,2120.53,2021_08_10-07_31_08_PM
11816,Marquez Ltd jTO_3256,Home and Kitchen,CadetBlue,4252.07,4777.99,2021_08_10-07_31_08_PM
12457,Schmidt-Johnson lVU_3026,Office Products,Plum,3847.65,4334.12,2021_08_10-07_31_08_PM
2971,Sanford-Martinez zwq_2021,Digital Music,Teal,2767.45,3057.14,2021_08_10-07_31_08_PM
21109,"Trujillo, Sims and Young ALu_8268",Beauty,WhiteSmoke,2089.32,2675.26,2021_08_10-07_31_08_PM
20978,"Potter, Hill and King PSf_4721",Sports and Outdoors,Silver,4198.77,5298.26,2021_08_10-07_31_08_PM
16558,Russell-Leon LDA_4842,Automotive,Blue,3493.45,4077.91,2021_08_10-07_31_08_PM
29293,Thomas-Garcia oBS_7987,Pet Supplies,GreenYellow,3493.72,3868.74,2021_08_10-07_31_08_PM
17724,Roberts and Sons dFM_7532,"Clothing, Shoes and Jewelry",MediumPurple,4567.68,5858.17,2021_08_10-07_31_08_PM
27854,Flores PLC flB_8796,Home and Kitchen,GreenYellow,3298.91,3962.85,2021_08_10-07_31_08_PM
29343,"Cruz, Johnson and Knox FTq_4928",Apps for Android,MediumAquaMarine,4020.58,4672.73,2021_08_10-07_31_08_PM
19464,"York, Mason and Bell fVH_8402",Cell Phones and Accessories,LightGoldenRodYellow,2585.72,3282.95,2021_08_10-07_31_08_PM
13335,Lambert-Estrada LjX_3369,Grocery and Gourmet Food,Brown,3467.65,4450.41,2021_08_10-07_31_08_PM
16650,Clay-Horn ZUs_0728,"Clothing, Shoes and Jewelry",LightCoral,4108.39,4699.55,2021_08_10-07_31_08_PM
10508,"Sexton, Sims and Ferrell xGw_6139",Pet Supplies,GhostWhite,2645.02,3285.72,2021_08_10-07_31_08_PM
11574,"Rogers, Lawrence and Miller DZq_2684",Grocery and Gourmet Food,AntiqueWhite,4453.64,5014.98,2021_08_10-07_31_08_PM
21279,"Hughes, Martinez and Vang VMm_8766",Tools and Home Improvement,GreenYellow,2707.29,3436.49,2021_08_10-07_31_08_PM
28078,Anderson Ltd IxX_4324,Movies and TV,LightYellow,4189.65,4771.33,2021_08_10-07_31_08_PM
9487,"Dennis, Norris and Hughes oZG_0333",Cell Phones and Accessories,Maroon,1343.79,1556.55,2021_08_10-07_31_08_PM
5177,Wagner-Reed qUZ_6491,Toys and Games,DarkSlateBlue,1358.82,1712.73,2021_08_10-07_31_08_PM
3108,Adams-Howell WSn_2046,Health and Personal Care,LightSeaGreen,3341.79,3915.29,2021_08_10-07_31_08_PM
28904,Bailey and Sons dKr_1245,Kindle Store,PeachPuff,2464.42,2827.38,2021_08_10-07_31_08_PM
28089,Porter Group JSG_6770,"Patio, Lawn and Garden",LightSalmon,2889.79,3645.96,2021_08_10-07_31_08_PM
4127,Flores Ltd ggb_0396,Apps for Android,Orange,4836.94,5739.37,2021_08_10-07_31_08_PM
19619,Blair-Smith TBL_7258,Office Products,Wheat,3694.65,4268.3,2021_08_10-07_31_08_PM
17601,Gonzalez LLC Qvl_2173,Instant Video,Sienna,105.8,124.4,2021_08_10-07_31_08_PM
19545,"Holt, Jones and Ryan boj_3466",Home and Kitchen,OliveDrab,1002.95,1127.21,2021_08_10-07_31_08_PM
20007,"Moody, Sullivan and Barber zvh_7040","Patio, Lawn and Garden",DarkGoldenRod,4921.76,6021.73,2021_08_10-07_31_08_PM
2260,Gonzalez-Ware xPq_1339,Grocery and Gourmet Food,PowderBlue,4520.43,5096.66,2021_08_10-07_31_08_PM
22833,"Brown, Taylor and Chandler XNH_1243",Musical Instruments,MintCream,339.27,438.39,2021_08_10-07_31_08_PM
28708,"Ramos, Jackson and Delgado hAn_4719",Apps for Android,Orchid,2242.58,2732.5,2021_08_10-07_31_08_PM
20050,"Sanchez, Hudson and Byrd wnd_8064",Kindle Store,DarkMagenta,1103.33,1398.45,2021_08_10-07_31_08_PM
23858,Patterson Inc deG_3408,Digital Music,DarkGoldenRod,1506.3,1813.94,2021_08_10-07_31_08_PM
12080,"Mercer, White and Cox eka_1967",Tools and Home Improvement,Navy,4692.62,5805.48,2021_08_10-07_31_08_PM
4201,Taylor-White DBK_2740,Beauty,Teal,2691.95,3376.51,2021_08_10-07_31_08_PM
14340,"Ellis, Poole and Rivera tTn_1438",Pet Supplies,DarkTurquoise,241.05,267.59,2021_08_10-07_31_08_PM
7821,Campbell Inc drg_1138,Pet Supplies,Brown,2188.66,2582.92,2021_08_10-07_31_08_PM
27705,Schwartz LLC unZ_0263,Instant Video,Lavender,2594.55,3322.25,2021_08_10-07_31_08_PM
14970,Brooks-Taylor Odm_5000,Pet Supplies,PeachPuff,313.06,361.27,2021_08_10-07_31_08_PM
12645,Elliott-Summers sIF_3741,Tools and Home Improvement,Black,2409.03,2788.27,2021_08_10-07_31_08_PM
13533,Webb and Sons AFZ_0832,Sports and Outdoors,Black,1723.09,2115.46,2021_08_10-07_31_08_PM
7294,"Soto, Marquez and Hendricks XcW_0052",Electronics,AntiqueWhite,3224.66,3755.39,2021_08_10-07_31_08_PM
1907,Thomas-Miller dIo_2874,Instant Video,SaddleBrown,1761.4,2048.11,2021_08_10-07_31_08_PM
6908,Erickson-Phillips xfq_4480,Cell Phones and Accessories,LawnGreen,3685.5,4109.17,2021_08_10-07_31_08_PM
3181,Kline-Meyer xAD_8687,Beauty,Black,4247.97,5036.64,2021_08_10-07_31_08_PM
5557,"Bush, Foley and Smith XYG_0595",CDs and Vinyl,Bisque,4307.37,5558.92,2021_08_10-07_31_08_PM
21313,Wright-Diaz qbv_9664,Health and Personal Care,DodgerBlue,4967.27,5930.51,2021_08_10-07_31_08_PM
3473,Harrison PLC Elo_9816,Digital Music,Teal,3712.11,4203.53,2021_08_10-07_31_08_PM
26497,Pena-Harvey xda_6422,Movies and TV,Coral,1681.0,1948.89,2021_08_10-07_31_08_PM
15762,"Jackson, Swanson and Adams zWq_1746",Home and Kitchen,FireBrick,3571.84,4116.38,2021_08_10-07_31_08_PM
29574,"Sullivan, Lee and Watts PTT_6693",Instant Video,Tan,4544.36,5843.37,2021_08_10-07_31_08_PM
15652,Williams Ltd lMp_2056,Electronics,LightSteelBlue,1889.26,2166.59,2021_08_10-07_31_08_PM
16278,Morton PLC WiA_0964,"Patio, Lawn and Garden",MediumTurquoise,4861.09,5465.55,2021_08_10-07_31_08_PM
4245,"Parker, Price and Mendoza zeZ_7378",Grocery and Gourmet Food,SandyBrown,4880.62,6314.86,2021_08_10-07_31_08_PM
20374,Wagner-Bell Kar_5258,Home and Kitchen,LightSkyBlue,1973.01,2350.2,2021_08_10-07_31_08_PM
19874,Fitzgerald Group zoi_0852,Home and Kitchen,Peru,4168.13,5069.82,2021_08_10-07_31_08_PM
19718,"Castillo, Cox and Simon ilW_5600",Cell Phones and Accessories,MediumSlateBlue,2987.35,3399.83,2021_08_10-07_31_08_PM
6881,Hawkins LLC aCK_4887,Home and Kitchen,Aqua,730.27,879.06,2021_08_10-07_31_08_PM
326,"Frye, Walker and Gray mUd_8810",Automotive,FireBrick,408.1,496.1,2021_08_10-07_31_08_PM
14190,Smith-Wallace Dvi_2732,Office Products,LemonChiffon,2662.97,3426.32,2021_08_10-07_31_08_PM
13731,Garner Inc PZT_8371,Grocery and Gourmet Food,Khaki,2352.69,2995.26,2021_08_10-07_31_08_PM
21970,Allen Inc JZz_1374,Video Games,YellowGreen,1720.97,1935.17,2021_08_10-07_31_08_PM
9566,"Davis, Dawson and Craig EKS_1704",Grocery and Gourmet Food,LightCyan,1640.13,1982.63,2021_08_10-07_31_08_PM
6647,Beard-Ashley gsL_1649,Digital Music,BurlyWood,4526.7,5826.18,2021_08_10-07_31_08_PM
27044,Cox Group Qlq_3735,Musical Instruments,Wheat,2950.78,3631.63,2021_08_10-07_31_08_PM
23579,Marshall Inc ajk_7256,Apps for Android,DarkTurquoise,2147.34,2500.47,2021_08_10-07_31_08_PM
7723,"Scott, Smith and Bowman FAg_2016",Movies and TV,Blue,2308.33,2560.55,2021_08_10-07_31_08_PM
12824,Craig and Sons QOS_9872,Books,DeepPink,1714.85,1999.22,2021_08_10-07_31_08_PM
16915,"Hodge, Montgomery and Myers TRE_9152",Instant Video,Fuchsia,4102.81,4612.73,2021_08_10-07_31_08_PM
21165,Black-Gonzalez rPT_9750,Electronics,PaleGreen,2926.27,3674.49,2021_08_10-07_31_08_PM
18906,Watkins-Bradley uMw_1640,Home and Kitchen,SlateGray,644.5,753.13,2021_08_10-07_31_08_PM
14562,Knox-Wright HPo_2683,Electronics,DarkViolet,4147.4,4974.1,2021_08_10-07_31_08_PM
24997,"Clark, Stevens and Mack lTj_6394",Video Games,DeepPink,1974.91,2518.92,2021_08_10-07_31_08_PM
19706,Ortiz-Thompson ETJ_4539,Sports and Outdoors,LawnGreen,1199.82,1391.75,2021_08_10-07_31_08_PM
21304,Reid-Henry APt_6936,Home and Kitchen,FloralWhite,1498.5,1650.47,2021_08_10-07_31_08_PM
18032,"Ortiz, Guzman and Aguirre iAH_5939",Toys and Games,HoneyDew,3149.92,3498.96,2021_08_10-07_31_08_PM
20974,Molina LLC xpo_9881,Instant Video,ForestGreen,750.59,898.0,2021_08_10-07_31_08_PM
28685,Rodriguez and Sons QPs_5394,Books,Orange,2132.45,2627.27,2021_08_10-07_31_08_PM
4724,Castro-Middleton LhG_7530,Beauty,PeachPuff,3962.06,5050.07,2021_08_10-07_31_08_PM
14799,Alvarez LLC oho_6516,Apps for Android,AntiqueWhite,3352.69,4083.44,2021_08_10-07_31_08_PM
2592,Anderson-Bradley nrb_0594,Office Products,FireBrick,4022.43,4750.46,2021_08_10-07_31_08_PM
13980,Lucero and Sons GRe_7499,Automotive,HoneyDew,2333.57,2972.35,2021_08_10-07_31_08_PM
5523,Peters and Sons cqb_1222,Toys and Games,LawnGreen,2729.05,3003.29,2021_08_10-07_31_08_PM
27298,Houston-Smith gLs_6277,Instant Video,RoyalBlue,2695.86,3058.23,2021_08_10-07_31_08_PM
2218,Boyle and Sons xmb_1957,Home and Kitchen,PaleTurquoise,3560.88,4450.27,2021_08_10-07_31_08_PM
20655,"Hoover, Cantrell and Marks LZW_4915",Books,MintCream,4805.18,5590.9,2021_08_10-07_31_08_PM
28161,Carpenter PLC eQp_6942,Cell Phones and Accessories,LightSeaGreen,959.4,1161.14,2021_08_10-07_31_08_PM
12378,King-Jones bCq_3482,Musical Instruments,BlueViolet,367.53,416.47,2021_08_10-07_31_08_PM
4615,Santos-Parker PSN_2781,Home and Kitchen,Sienna,2180.61,2418.47,2021_08_10-07_31_08_PM
22214,"Alexander, Campbell and Martinez PRg_8291",Instant Video,Beige,1431.45,1646.8,2021_08_10-07_31_08_PM
11879,"Fisher, King and Martin iaA_7678",Apps for Android,DarkOrange,1870.16,2151.9,2021_08_10-07_31_08_PM
21324,Newman-Brewer Jkj_0916,Movies and TV,FireBrick,2741.17,3126.48,2021_08_10-07_31_08_PM
24778,Strickland-Clark kFM_3626,Home and Kitchen,LightBlue,943.11,1178.05,2021_08_10-07_31_08_PM
12548,"Cain, Torres and Brown Ivd_3318",Sports and Outdoors,Chartreuse,4341.16,5592.93,2021_08_10-07_31_08_PM
17707,"Gutierrez, Jensen and Lynn emE_9882",Books,SlateBlue,3711.94,4507.89,2021_08_10-07_31_08_PM
24616,Thomas-Nguyen ojy_1236,Digital Music,Olive,2640.15,3116.03,2021_08_10-07_31_08_PM
13930,Stevenson Group ddB_0933,Digital Music,DarkBlue,3739.25,4636.47,2021_08_10-07_31_08_PM
16966,"Gonzalez, Woods and Ross cZS_4089",Apps for Android,LightCoral,3946.86,4602.26,2021_08_10-07_31_08_PM
21705,Riley-Banks Myb_7450,Office Products,IndianRed,4150.54,4687.62,2021_08_10-07_31_08_PM
21969,Adams-Washington exj_3783,Cell Phones and Accessories,Wheat,2985.42,3848.21,2021_08_10-07_31_08_PM
21754,Valdez LLC KyC_3011,Digital Music,Turquoise,3058.16,3633.79,2021_08_10-07_31_08_PM
2610,Smith Inc LWK_2553,Baby,Sienna,3279.17,4176.02,2021_08_10-07_31_08_PM
28074,"Howell, Moran and Ruiz ACZ_7949",Books,Lavender,4133.33,5264.81,2021_08_10-07_31_08_PM
10780,Walker Inc Ztn_2181,"Patio, Lawn and Garden",NavajoWhite,451.71,534.44,2021_08_10-07_31_08_PM
19666,Quinn-Mitchell uQM_2912,Beauty,DarkKhaki,3870.67,4987.57,2021_08_10-07_31_08_PM
7216,"Hicks, Lawrence and Lane aoE_7126",Tools and Home Improvement,MediumOrchid,3602.91,4526.71,2021_08_10-07_31_08_PM
7462,Horton PLC Onq_2355,Video Games,Cornsilk,4851.29,5562.69,2021_08_10-07_31_08_PM
17551,Robinson-Hernandez fos_7331,Beauty,BurlyWood,3237.39,3699.93,2021_08_10-07_31_08_PM
20282,Berg LLC Txh_2926,Grocery and Gourmet Food,Olive,3155.71,3955.04,2021_08_10-07_31_08_PM
19277,Fuentes-Smith JXW_7346,Musical Instruments,Chartreuse,3133.5,3845.73,2021_08_10-07_31_08_PM
19454,"Cooper, Thompson and West GVW_2742","Clothing, Shoes and Jewelry",Wheat,4212.69,5115.14,2021_08_10-07_31_08_PM
29442,"Dunlap, Thomas and Phillips LdK_5998",Office Products,DarkRed,4266.29,5066.58,2021_08_10-07_31_08_PM
8143,"Stephens, Bolton and Wright qvc_2208",Cell Phones and Accessories,HoneyDew,2029.78,2482.15,2021_08_10-07_31_08_PM
15042,"Adams, Kennedy and Brown UEH_9662",Cell Phones and Accessories,Crimson,3174.24,4096.18,2021_08_10-07_31_08_PM
10422,"Cole, Schroeder and Daniels lsd_3638",Instant Video,Crimson,3243.56,3603.18,2021_08_10-07_31_08_PM
25272,Murillo-King GdB_6823,"Clothing, Shoes and Jewelry",Lavender,2525.77,3034.04,2021_08_10-07_31_08_PM
24259,"Moreno, Montgomery and Fowler Lpz_0630",Baby,Indigo,608.18,677.46,2021_08_10-07_31_08_PM
25210,Cardenas-Lowery Omm_6027,"Clothing, Shoes and Jewelry",SteelBlue,4705.23,5743.81,2021_08_10-07_31_08_PM
17632,Barrera Ltd dqR_2809,Sports and Outdoors,Azure,435.92,505.11,2021_08_10-07_31_08_PM
16753,Brown-Smith Dbj_7600,CDs and Vinyl,LimeGreen,3199.84,3958.81,2021_08_10-07_31_08_PM
17103,Middleton Ltd bBI_1712,Tools and Home Improvement,Yellow,524.97,589.97,2021_08_10-07_31_08_PM
18847,Li-Stewart UAD_4143,"Patio, Lawn and Garden",Wheat,4871.31,5465.16,2021_08_10-07_31_08_PM
17396,Lucas-Riley vyD_8677,Health and Personal Care,Tomato,1619.09,2034.45,2021_08_10-07_31_08_PM
3460,"Long, Hull and Powell Aaw_1004",Musical Instruments,Aqua,1146.23,1265.36,2021_08_10-07_31_08_PM
11769,Young-Wright Lpb_1900,Automotive,Orange,929.8,1095.65,2021_08_10-07_31_08_PM
4109,Nichols Inc shO_7668,Instant Video,Gainsboro,2259.81,2662.71,2021_08_10-07_31_08_PM
27068,Ware LLC fqA_8427,Instant Video,SpringGreen,1093.55,1333.65,2021_08_10-07_31_08_PM
27295,Goodwin-Soto meI_1283,Digital Music,Gainsboro,2980.45,3615.94,2021_08_10-07_31_08_PM
24140,Taylor-Graham wgE_0439,Kindle Store,LightSkyBlue,4798.22,5650.86,2021_08_10-07_31_08_PM
29774,Gomez LLC rUi_8099,Toys and Games,Peru,3724.06,4544.89,2021_08_10-07_31_08_PM
18823,"David, Romero and Dominguez zOJ_2543",Baby,LightSeaGreen,3620.99,4090.68,2021_08_10-07_31_08_PM
21520,Fisher-Thomas ilf_1728,Books,MistyRose,2162.43,2560.92,2021_08_10-07_31_08_PM
13568,Thomas-Rhodes SyL_6527,Baby,AliceBlue,3432.6,4271.85,2021_08_10-07_31_08_PM
24726,"Smith, Moore and Ruiz zgw_1952",Tools and Home Improvement,HoneyDew,3308.84,4245.12,2021_08_10-07_31_08_PM
14331,Roberts-Nielsen GHr_9265,Pet Supplies,LightSalmon,1080.04,1401.41,2021_08_10-07_31_08_PM
28038,Evans Group Bda_7954,Home and Kitchen,Plum,4961.98,5860.05,2021_08_10-07_31_08_PM
9938,"Mills, Mills and Perez ZPv_5129",Musical Instruments,DeepSkyBlue,3416.58,3872.71,2021_08_10-07_31_08_PM
15494,Patel-Smith Dwy_4965,Beauty,Crimson,416.38,512.02,2021_08_10-07_31_08_PM
28407,Rose and Sons KIL_3388,Beauty,LightCyan,2357.49,2638.46,2021_08_10-07_31_08_PM
19778,"Jefferson, James and Martinez tVk_1702","Clothing, Shoes and Jewelry",DarkKhaki,2159.34,2428.8,2021_08_10-07_31_08_PM
14612,Sanders-Morris umA_4122,Office Products,DarkSlateBlue,3780.79,4168.28,2021_08_10-07_31_08_PM
13105,"Walker, Rodriguez and Miller pgz_6881",Digital Music,LightYellow,4888.96,5489.03,2021_08_10-07_31_08_PM
6709,"Stevenson, Rodriguez and Ortega RoY_1257",Digital Music,Red,1431.7,1668.68,2021_08_10-07_31_08_PM
23048,Bailey LLC HPI_0242,Movies and TV,Violet,4224.73,5093.85,2021_08_10-07_31_08_PM
16418,"Jones, Brandt and Sanders YHx_8887",Grocery and Gourmet Food,Linen,4658.01,5526.67,2021_08_10-07_31_08_PM
9437,Schmidt-Martin sFM_3943,CDs and Vinyl,Thistle,591.52,695.9,2021_08_10-07_31_08_PM
11102,"Perez, Gonzalez and Anderson RXJ_5850",Health and Personal Care,SandyBrown,963.86,1172.13,2021_08_10-07_31_08_PM
13714,Davis PLC ACC_1256,Books,Violet,880.44,1039.38,2021_08_10-07_31_08_PM
3417,"Chase, Hunter and Howe sra_3046",Cell Phones and Accessories,SandyBrown,195.89,230.87,2021_08_10-07_31_08_PM
28616,"Chang, Walters and Watts nWX_9090",Instant Video,Snow,4534.4,5227.34,2021_08_10-07_31_08_PM
14269,Aguilar and Sons rko_9710,Pet Supplies,SlateBlue,3588.65,4590.52,2021_08_10-07_31_08_PM
19625,Barber Ltd gTi_8216,Video Games,IndianRed,3128.8,4035.2,2021_08_10-07_31_08_PM
9204,Chandler Inc lEk_6459,Sports and Outdoors,LightGoldenRodYellow,1229.56,1444.01,2021_08_10-07_31_08_PM
3080,Ward Inc tnB_4480,Automotive,DarkBlue,1248.95,1619.45,2021_08_10-07_31_08_PM
5577,Jensen Group Ppb_8468,"Clothing, Shoes and Jewelry",Lime,4184.15,4745.51,2021_08_10-07_31_08_PM
17945,"Carter, Moore and Martinez Hiy_0013",Books,AntiqueWhite,4144.41,4807.39,2021_08_10-07_31_08_PM
21656,Anderson Ltd dfF_7155,Instant Video,LawnGreen,3865.69,4849.06,2021_08_10-07_31_08_PM
14530,Patel LLC UEf_4843,Kindle Store,MediumSlateBlue,3503.46,3885.97,2021_08_10-07_31_08_PM
12606,Walker-Mullins TqU_2734,Grocery and Gourmet Food,Lime,4859.56,6209.12,2021_08_10-07_31_08_PM
17379,Lynch-Tate LGu_5841,Electronics,Cyan,3754.28,4706.67,2021_08_10-07_31_08_PM
23815,Tran LLC tsS_6168,Musical Instruments,LightGreen,3458.64,3992.48,2021_08_10-07_31_08_PM
5810,"Shannon, Lucas and Herman FFy_2322",Beauty,LightCoral,877.74,1011.8,2021_08_10-07_31_08_PM
24754,Torres PLC LFp_3769,Grocery and Gourmet Food,Cyan,4368.85,4827.52,2021_08_10-07_31_08_PM
7591,Henry-Martinez EdZ_6435,"Clothing, Shoes and Jewelry",YellowGreen,339.59,398.36,2021_08_10-07_31_08_PM
29492,"Romero, Stout and Brown uGK_8026",Pet Supplies,AntiqueWhite,2272.85,2651.63,2021_08_10-07_31_08_PM
3163,"Mayer, Torres and Smith Mgq_9066",Digital Music,MistyRose,1183.46,1336.63,2021_08_10-07_31_08_PM
6438,Robinson-Morgan Dkx_0150,Baby,PaleTurquoise,1201.69,1539.97,2021_08_10-07_31_08_PM
23050,Mccullough LLC TwA_2325,Tools and Home Improvement,Bisque,4259.99,5041.45,2021_08_10-07_31_08_PM
17783,Hicks Group OXY_9758,Books,Fuchsia,2783.49,3194.57,2021_08_10-07_31_08_PM
