2017-12-24,13768,14755,10,8738,1.5,24,0,0,-1071607685,0
2017-07-29,70822,19819,1,3844,9.3999996,9,1,0.11111111,-1071607685,0
2017-07-27,70822,4701,15,6390,6.5999999,18,1,5.5555556E-2,-1071607685,0
2017-05-06,83288,27988,4,3738,5.9000001,29,3,0.10344828,-1071607685,0
2017-02-16,87307,25528,8,8237,6.1999998,13,0,0,-1071607685,0
2017-07-27,87563,22188,12,9958,4.4000001,1,4,4,-1071607685,0
2017-01-31,72781,16420,1,9121,4.3000002,24,0,0,-1071607685,0
2017-10-23,40943,14534,7,9866,1.9,17,3,0.17647059,-1071607685,0
2017-08-07,77322,1044,1,9929,7.6999998,19,1,5.2631579E-2,-1071607685,0
2017-08-04,46496,8331,4,1453,1.6,16,3,0.1875,-1071607685,0
2017-02-04,45333,10027,2,3844,7.5999999,12,0,0,-1071607685,0
2017-06-11,49320,19056,8,6115,9.5,22,4,0.18181819,-1071607685,0
2017-06-02,85286,28223,15,9761,4.4000001,30,4,0.13333334,-1071607685,0
2017-12-18,29861,20406,9,8738,5.9000001,11,2,0.18181819,-1071607685,0
2017-07-26,29861,6175,3,271,5.3000002,26,0,0,-1071607685,0
2017-03-04,77251,29635,13,799,5.8000002,27,3,0.11111111,-1071607685,0
2017-11-02,12334,20201,2,8081,8.3000002,11,3,0.27272728,-1071607685,0
2017-12-06,585,22940,1,8237,6.1999998,21,2,9.5238097E-2,-1071607685,0
2017-07-06,87307,11360,4,905,7.6999998,8,5,0.625,-1071607685,0
2017-08-13,29026,164,15,799,0.69999999,12,1,8.3333336E-2,-1071607685,0
2017-09-04,24322,24601,8,705,2.3,9,0,0,-1071607685,0
2017-02-28,52473,5845,10,862,4.5,23,5,0.2173913,-1071607685,0
2017-06-21,36534,21372,1,705,6,5,2,0.40000001,-1071607685,0
2017-10-14,71008,29396,8,4747,7.5,11,1,9.0909094E-2,-1071607685,0
2017-10-08,27289,14981,11,6755,4.9000001,16,4,0.25,-1071607685,0
2017-09-10,49320,26991,2,6059,9.5,27,0,0,-1071607685,0
2017-08-12,30717,7909,4,9121,5,10,3,0.30000001,-1071607685,0
2017-10-15,85286,10146,12,4747,1.6,18,3,0.16666667,-1071607685,0
2017-11-27,3474,7682,10,9958,6.1999998,17,1,0.05882353,-1071607685,0
2017-05-03,40708,5444,8,3738,5.8000002,10,1,0.1,-1071607685,0
2017-07-07,44947,22268,11,9761,9.1000004,20,3,0.15000001,-1071607685,0
2017-05-12,41172,4224,15,9121,8.8000002,18,3,0.16666667,-1071607685,0
2017-04-20,13768,1512,4,6755,6.0999999,14,4,0.2857143,-1071607685,0
2017-08-30,90110,16654,3,3678,7.6999998,11,5,0.45454547,-1071607685,0
2017-07-23,67481,26076,5,6453,5,24,2,8.3333336E-2,-1071607685,0
2017-05-14,71008,18973,5,9121,4.1999998,10,0,0,-1071607685,0
2017-10-28,36534,27957,13,5996,0.89999998,9,3,0.33333334,-1071607685,0
2017-05-20,14299,27469,4,8135,2.2,3,1,0.33333334,-1071607685,0
2017-02-19,58848,23230,5,6453,4.8000002,26,3,0.11538462,-1071607685,0
2017-04-17,38057,28384,9,5988,3.4000001,16,5,0.3125,-1071607685,0
2017-07-02,29719,18501,10,3710,8.6000004,25,5,0.2,-1071607685,0
2017-12-06,10118,13369,2,6453,5,23,1,4.3478262E-2,-1071607685,0
2017-10-15,83591,17231,1,9121,3.2,21,3,0.14285715,-1071607685,0
2017-11-20,73149,17695,8,6181,1.4,28,3,0.10714286,-1071607685,0
2017-01-13,74526,1141,3,9650,4.3000002,13,3,0.23076923,-1071607685,0
2017-11-28,46218,26499,5,9029,2.5,16,2,0.125,-1071607685,0
2017-07-05,35784,6346,2,497,2.9000001,14,0,0,-1071607685,0
2017-03-29,69298,3153,7,9121,1.5,13,5,0.38461539,-1071607685,0
2017-12-20,45333,29079,12,3678,7.6999998,19,3,0.15789473,-1071607685,0
2017-07-05,30050,11360,11,3844,7.1999998,13,1,0.07692308,-1071607685,0
2017-03-24,30717,17630,14,905,2.5,10,3,0.30000001,-1071607685,0
2017-09-22,36534,24692,11,3738,5.3000002,23,4,0.17391305,-1071607685,0
2017-03-01,44947,1044,14,6453,6.5999999,20,4,0.2,-1071607685,0
2017-05-23,72317,915,14,9121,7.3000002,25,1,3.9999999E-2,-1071607685,0
2017-04-27,87307,23070,4,6115,9,14,5,0.35714287,-1071607685,0
2017-03-14,77251,14738,2,3844,2.9000001,26,5,0.1923077,-1071607685,0
2017-04-03,88592,15543,14,3678,2.2,20,5,0.25,-1071607685,0
2017-12-30,24322,26704,13,1027,9.8999996,5,0,0,-1071607685,0
2017-01-03,53638,7093,13,9121,1.3,3,5,1.6666666,-1071607685,0
2017-05-24,38057,13453,7,905,3.0999999,6,0,0,-1071607685,0
2017-09-07,18108,1814,13,9650,8.8000002,2,5,2.5,-1071607685,0
2017-03-19,35309,909,1,9029,2.2,2,0,0,-1071607685,0
2017-07-03,74570,16305,2,6115,0.5,22,2,9.0909094E-2,-1071607685,0
2017-08-23,54343,9351,2,3844,3.0999999,15,4,0.26666668,-1071607685,0
2017-12-12,74852,11647,6,9802,5.5999999,29,3,0.10344828,-1071607685,0
2017-06-01,18309,10642,10,497,9,1,1,1,-1071607685,0
2017-11-27,66672,11909,12,7963,5.5999999,13,2,0.15384616,-1071607685,0
2017-05-19,8393,24773,2,5688,0.60000002,20,5,0.25,-1071607685,0
2017-05-28,68401,13453,12,1599,4.5999999,2,4,2,-1071607685,0
2017-11-15,27289,4573,9,5002,3.9000001,28,4,0.14285715,-1071607685,0
2017-07-12,46496,21019,1,6453,2.3,19,5,0.2631579,-1071607685,0
2017-09-18,91498,11776,14,5757,3.0999999,3,3,1,-1071607685,0
2017-07-15,18529,15574,1,6059,3.8,19,3,0.15789473,-1071607685,0
2017-10-13,52473,22917,3,862,3.2,5,3,0.60000002,-1071607685,0
2017-03-11,46218,5475,8,6166,5.4000001,26,4,0.15384616,-1071607685,0
2017-12-30,35784,19052,13,705,0.5,29,2,6.8965517E-2,-1071607685,0
2017-09-18,29719,21372,2,8081,7.8000002,22,2,9.0909094E-2,-1071607685,0
2017-12-19,42860,22838,10,7963,5.8000002,17,2,0.11764706,-1071607685,0
2017-09-03,38057,18458,11,6059,7.6999998,19,3,0.15789473,-1071607685,0
2017-10-27,18309,28487,5,905,2.3,23,5,0.2173913,-1071607685,0
2017-05-14,18309,16420,2,2992,4.9000001,14,1,7.1428575E-2,-1071607685,0
2017-07-01,27289,11776,15,5688,8.5,19,0,0,-1071607685,0
2017-08-23,8393,12370,2,2798,5.3000002,13,5,0.38461539,-1071607685,0
2017-04-03,49879,26256,4,8175,8.8000002,10,2,0.2,-1071607685,0
2017-10-06,53638,9598,15,5527,1.4,27,0,0,-1071607685,0
2017-03-17,39148,26384,4,9802,6.8000002,5,0,0,-1071607685,0
2017-03-11,75325,9184,7,7963,1.3,30,5,0.16666667,-1071607685,0
2017-06-27,10118,17827,15,497,1,20,5,0.25,-1071607685,0
2017-05-29,26945,641,5,8175,6.6999998,9,2,0.22222222,-1071607685,0
2017-03-07,9422,25712,12,2992,5.5,17,5,0.29411766,-1071607685,0
2017-12-07,9713,4224,6,1003,6.3000002,5,2,0.40000001,-1071607685,0
2017-02-09,75308,20344,9,715,1.4,15,0,0,-1071607685,0
2017-01-23,54343,4936,10,715,8.6000004,10,0,0,-1071607685,0
2017-08-07,87091,16244,6,3844,4,16,5,0.3125,-1071607685,0
2017-12-13,88592,12668,15,8081,8.8000002,9,0,0,-1071607685,0
2017-08-24,8393,2178,15,2650,5.9000001,25,1,3.9999999E-2,-1071607685,0
2017-04-22,49320,6421,8,6171,2.9000001,29,0,0,-1071607685,0
2017-04-08,69298,22022,3,6390,0.60000002,13,0,0,-1071607685,0
2017-06-30,72781,14831,1,3738,4.3000002,8,1,0.125,-1071607685,0
2017-10-31,83591,909,13,3678,4,28,3,0.10714286,-1071607685,0
2017-04-09,75325,26499,5,6171,1.5,12,4,0.33333334,-1071607685,0
2017-04-28,41172,1044,3,9029,9.3999996,6,1,0.16666667,-1071607685,0
2017-08-03,35784,1141,3,6755,4,13,1,0.07692308,-1071607685,0
2017-12-20,21683,12543,6,6181,1,4,2,0.5,-1071607685,0
2017-10-03,9463,15543,8,9121,3.3,2,0,0,-1071607685,0
2017-06-05,70822,5845,4,5988,4.0999999,13,2,0.15384616,-1071607685,0
2017-11-05,30050,13858,2,5002,8.6999998,14,5,0.35714287,-1071607685,0
2017-05-31,3860,25261,11,1003,6.8000002,17,2,0.11764706,-1071607685,0
2017-08-09,9463,10194,13,765,3.9000001,13,2,0.15384616,-1071607685,0
2017-07-07,74570,4224,8,497,4.5,2,2,1,-1071607685,0
2017-03-07,35784,2979,3,9929,3.8,4,1,0.25,-1071607685,0
2017-07-01,30050,18409,9,4747,7.5999999,1,5,5,-1071607685,0
2017-08-29,41172,22917,10,6755,2.8,18,2,0.11111111,-1071607685,0
2017-02-06,68562,20582,10,3844,7.0999999,8,2,0.25,-1071607685,0
2017-06-28,72317,10947,14,9929,5.5999999,25,1,3.9999999E-2,-1071607685,0
2017-04-08,91591,9624,7,9929,2.7,15,2,0.13333334,-1071607685,0
2017-11-30,34915,22787,4,9029,6.9000001,28,5,0.17857143,-1071607685,0
2017-08-18,83591,4015,11,8175,1.9,25,4,0.16,-1071607685,0
2017-04-04,18529,11,15,8237,5.9000001,30,3,0.1,-1071607685,0
2017-03-23,51881,26373,4,9802,1.1,11,4,0.36363637,-1071607685,0
2017-12-23,29026,3471,14,271,5.8000002,14,4,0.2857143,-1071607685,0
2017-06-13,70822,5039,14,1003,4,17,3,0.17647059,-1071607685,0
2017-05-16,91498,11332,6,6059,0.60000002,14,5,0.35714287,-1071607685,0
2017-01-01,18529,12668,13,8135,9.1000004,3,2,0.66666669,-1071607685,0
2017-05-05,3474,1473,15,9121,4.0999999,3,3,1,-1071607685,0
2017-03-04,585,20017,8,271,3.7,11,2,0.18181819,-1071607685,0
2017-10-12,77322,16522,4,2798,6.5999999,29,0,0,-1071607685,0
2017-01-29,85635,22637,3,6181,2.5,10,4,0.40000001,-1071607685,0
2017-12-21,70822,26910,3,6453,9.8000002,4,2,0.5,-1071607685,0
2017-07-29,49320,6842,1,2650,4.1999998,7,0,0,-1071607685,0
2017-09-23,42860,26256,7,1599,3.0999999,8,1,0.125,-1071607685,0
2017-05-14,76542,16305,2,1003,8.8999996,21,4,0.19047619,-1071607685,0
2017-05-22,68562,6717,5,905,3.4000001,30,0,0,-1071607685,0
2017-02-08,15323,26384,13,8175,5.8000002,16,3,0.1875,-1071607685,0
2017-10-17,44947,24773,6,6181,7.5,4,2,0.5,-1071607685,0
2017-04-27,29847,13342,8,4747,9.6999998,7,4,0.5714286,-1071607685,0
2017-12-27,19880,25605,10,1599,4.5999999,2,0,0,-1071607685,0
2017-04-17,71008,10642,7,9761,4,14,3,0.21428572,-1071607685,0
2017-11-21,87307,19674,6,2650,9.6000004,6,4,0.66666669,-1071607685,0
2017-11-02,20384,11840,2,6181,4.3000002,5,4,0.80000001,-1071607685,0
2017-01-25,16646,25346,8,2992,4.1999998,29,1,3.4482758E-2,-1071607685,0
2017-09-06,26945,7413,12,705,6.5,19,0,0,-1071607685,0
2017-07-01,87307,3486,6,1453,1.1,24,4,0.16666667,-1071607685,0
2017-06-09,53638,10642,5,6453,6.4000001,22,0,0,-1071607685,0
2017-11-27,29796,29079,2,8135,4.0999999,27,3,0.11111111,-1071607685,0
2017-03-10,65855,9748,8,6390,1.1,21,5,0.23809524,-1071607685,0
2017-11-29,72317,909,5,9958,3.0999999,30,3,0.1,-1071607685,0
2017-09-23,54343,5526,11,6453,3.0999999,13,0,0,-1071607685,0
2017-04-11,35798,16244,13,9929,6.1999998,27,0,0,-1071607685,0
2017-07-06,34915,19147,8,2650,2.4000001,6,5,0.83333331,-1071607685,0
2017-02-23,35798,903,14,3710,5.0999999,10,3,0.30000001,-1071607685,0
2017-02-17,50142,17543,7,3738,8.6999998,24,5,0.20833333,-1071607685,0
2017-03-21,68562,29985,12,6171,5.0999999,24,3,0.125,-1071607685,0
2017-04-14,18309,19255,3,6115,9.8999996,3,0,0,-1071607685,0
2017-05-21,585,29140,5,9929,9.1000004,2,0,0,-1071607685,0
2017-08-03,74582,28205,7,6181,6.0999999,6,3,0.5,-1071607685,0
2017-09-21,77322,5039,15,2650,2.4000001,27,0,0,-1071607685,0
2017-09-24,67481,16770,6,9866,1.6,18,5,0.27777779,-1071607685,0
2017-10-07,52473,10064,9,271,7.5,1,2,2,-1071607685,0
2017-01-04,14299,7004,13,765,5.5,18,3,0.16666667,-1071607685,0
2017-07-11,77322,17284,1,1599,9.3999996,29,1,3.4482758E-2,-1071607685,0
2017-03-20,74788,29899,9,3844,7.0999999,24,4,0.16666667,-1071607685,0
2017-02-09,87091,10312,14,9866,8.3999996,26,3,0.11538462,-1071607685,0
2017-10-31,44947,14504,9,9076,7.5,4,4,1,-1071607685,0
2017-08-14,74526,23385,13,4747,3.7,6,0,0,-1071607685,0
2017-10-17,36534,26426,2,3738,1.5,21,3,0.14285715,-1071607685,0
2017-11-04,29026,27564,8,5688,3.4000001,19,5,0.2631579,-1071607685,0
2017-11-01,74788,29073,3,6166,9.3000002,24,5,0.20833333,-1071607685,0
2017-11-10,91591,19458,1,7963,2,29,5,0.1724138,-1071607685,0
2017-07-12,77322,28866,7,3738,8.8999996,11,0,0,-1071607685,0
2017-07-07,72317,28191,10,9929,3.7,25,2,7.9999998E-2,-1071607685,0
2017-12-11,49879,15259,10,3738,4.5,1,1,1,-1071607685,0
2017-11-07,75308,8845,4,9958,7.8000002,1,3,3,-1071607685,0
2017-03-21,66672,17284,4,765,0.60000002,18,3,0.16666667,-1071607685,0
2017-04-25,70822,30182,13,271,8.8000002,16,1,0.0625,-1071607685,0
2017-05-14,91498,28766,10,2798,9.1999998,7,3,0.42857143,-1071607685,0
2017-11-15,8393,20264,7,9802,9.1999998,17,2,0.11764706,-1071607685,0
2017-11-23,68401,13369,12,8175,1.5,1,5,5,-1071607685,0
2017-04-14,27289,11776,15,799,1.6,28,5,0.17857143,-1071607685,0
2017-08-23,29847,7413,9,765,6.4000001,29,2,6.8965517E-2,-1071607685,0
2017-10-06,19880,21078,2,6181,7.4000001,1,2,2,-1071607685,0
2017-07-25,76542,25565,1,5002,6.5,22,1,4.5454547E-2,-1071607685,0
2017-03-23,3860,23640,5,8175,3.8,15,0,0,-1071607685,0
2017-08-22,24322,7413,4,5527,4.5999999,7,0,0,-1071607685,0
2017-02-02,10958,20957,9,271,7.5999999,4,0,0,-1071607685,0
2017-06-28,75308,903,15,705,1.4,29,1,3.4482758E-2,-1071607685,0
2017-01-31,41172,12446,4,1453,4.3000002,6,1,0.16666667,-1071607685,0
2017-12-11,66738,29140,13,765,9.8999996,16,5,0.3125,-1071607685,0
2017-09-13,75325,21846,9,6453,4.0999999,25,3,0.12,-1071607685,0
2017-02-18,585,2594,8,6059,6,10,2,0.2,-1071607685,0
2017-09-12,1169,19179,15,6390,4.9000001,22,1,4.5454547E-2,-1071607685,0
2017-05-14,74788,15672,13,5757,1.3,9,2,0.22222222,-1071607685,0
2017-11-21,17712,15848,9,8237,8.3999996,10,2,0.2,-1071607685,0
2017-04-21,44947,23070,15,5688,3.5999999,19,1,5.2631579E-2,-1071607685,0
2017-03-06,29026,4710,10,799,6.1999998,24,3,0.125,-1071607685,0
2017-12-19,9422,20017,11,5688,0.5,7,0,0,-1071607685,0
2017-10-18,44947,2056,13,622,4.0999999,11,4,0.36363637,-1071607685,0
2017-12-04,46496,22940,2,5996,2.0999999,27,3,0.11111111,-1071607685,0
2017-10-11,10118,27645,13,1453,9.1000004,20,4,0.2,-1071607685,0
2017-10-26,71008,2213,1,8738,2.8,9,0,0,-1071607685,0
2017-05-24,29026,8155,2,6390,4.9000001,28,5,0.17857143,-1071607685,0
2017-06-16,77322,18973,9,1003,5.0999999,1,2,2,-1071607685,0
2017-04-30,35784,4015,15,9650,5.8000002,5,0,0,-1071607685,0
2017-10-04,87307,23998,8,622,7.6999998,18,1,5.5555556E-2,-1071607685,0
2017-05-26,83591,5845,15,5688,8.1999998,30,2,0.06666667,-1071607685,0
2017-10-05,39049,24791,10,2650,6.0999999,24,5,0.20833333,-1071607685,0
2017-11-26,39049,9706,4,2798,4.9000001,8,2,0.25,-1071607685,0
2017-06-04,52894,1171,10,715,8.3000002,10,3,0.30000001,-1071607685,0
2017-11-21,39707,9748,14,6453,8.6000004,14,3,0.21428572,-1071607685,0
2017-11-02,29861,26256,1,8081,5.1999998,28,4,0.14285715,-1071607685,0
2017-03-07,85286,20642,11,9866,8.1999998,17,4,0.23529412,-1071607685,0
2017-09-04,51881,20969,9,715,9.3999996,1,2,2,-1071607685,0
2017-11-27,53638,18752,2,6755,4.6999998,23,2,8.6956523E-2,-1071607685,0
2017-05-17,87563,13995,2,1453,1.8,14,0,0,-1071607685,0
2017-06-29,39148,8397,2,9802,1.1,22,4,0.18181819,-1071607685,0
2017-02-08,21683,2594,15,622,7.9000001,18,5,0.27777779,-1071607685,0
2017-06-02,68562,11603,14,9866,5.3000002,17,2,0.11764706,-1071607685,0
2017-04-26,22128,18497,5,8738,7.0999999,20,4,0.2,-1071607685,0
2017-07-24,41172,20212,7,862,3,25,2,7.9999998E-2,-1071607685,0
2017-07-29,9463,9216,2,5757,6,17,0,0,-1071607685,0
2017-01-25,41172,1141,6,2992,1.3,4,2,0.5,-1071607685,0
2017-06-08,39049,30271,6,1453,9.3000002,12,2,0.16666667,-1071607685,0
2017-04-30,24322,20406,15,8237,7.1999998,21,5,0.23809524,-1071607685,0
2017-05-26,19880,16295,12,5996,3.5999999,5,1,0.2,-1071607685,0
2017-12-10,9422,29017,13,9802,0.60000002,26,0,0,-1071607685,0
2017-01-13,68562,28829,10,6755,1.7,29,0,0,-1071607685,0
2017-12-21,79539,18497,13,3710,2.3,29,5,0.1724138,-1071607685,0
2017-10-17,51181,26543,13,5527,1.6,9,2,0.22222222,-1071607685,0
2017-03-23,52473,22917,9,622,4.9000001,27,5,0.18518518,-1071607685,0
2017-12-14,36534,15672,8,1027,1.7,18,0,0,-1071607685,0
2017-09-20,30717,20017,11,9929,5.6999998,30,3,0.1,-1071607685,0
2017-06-19,36534,8811,8,9650,5.5999999,13,4,0.30769232,-1071607685,0
2017-10-11,74526,8304,5,4747,4.1999998,21,4,0.19047619,-1071607685,0
2017-10-31,34915,5684,4,862,0.80000001,27,3,0.11111111,-1071607685,0
2017-08-27,42860,26499,12,5757,6.6999998,16,3,0.1875,-1071607685,0
2017-05-01,18309,28205,4,6166,5.0999999,13,4,0.30769232,-1071607685,0
2017-08-16,72781,25120,10,9650,2.8,5,3,0.60000002,-1071607685,0
2017-10-07,49320,10194,10,8175,8.1999998,21,5,0.23809524,-1071607685,0
2017-10-10,79539,20884,14,9929,7.3000002,5,2,0.40000001,-1071607685,0
2017-03-05,72781,1044,14,3678,2.4000001,7,2,0.2857143,-1071607685,0
2017-04-24,74852,11384,15,6166,7.5999999,21,2,9.5238097E-2,-1071607685,0
2017-08-23,3474,18987,6,271,2.5,2,3,1.5,-1071607685,0
2017-08-28,35798,16244,13,2992,3.0999999,22,1,4.5454547E-2,-1071607685,0
2017-10-14,39148,6167,3,2798,8.8999996,18,4,0.22222222,-1071607685,0
2017-10-08,58848,7088,3,3738,7.3000002,18,2,0.11111111,-1071607685,0
2017-04-11,66672,13116,12,1599,7.4000001,27,1,3.7037037E-2,-1071607685,0
2017-01-29,14299,17334,7,6181,5.9000001,6,0,0,-1071607685,0
2017-12-26,85286,4341,1,5527,4.5,7,3,0.42857143,-1071607685,0
2017-05-09,91591,8204,12,5002,9.8999996,18,5,0.27777779,-1071607685,0
2017-01-13,65855,10264,13,8081,2.5,26,3,0.11538462,-1071607685,0
2017-05-20,50142,10947,9,9958,8.1000004,1,1,1,-1071607685,0
2017-11-09,74582,27996,3,9121,8.1000004,3,1,0.33333334,-1071607685,0
2017-05-04,79757,18203,8,6115,6.0999999,22,2,9.0909094E-2,-1071607685,0
2017-03-16,71008,13695,4,905,7.1999998,12,3,0.25,-1071607685,0
2017-07-21,50142,7802,2,5757,8,3,5,1.6666666,-1071607685,0
2017-05-17,87307,20977,7,765,5.0999999,20,5,0.25,-1071607685,0
2017-03-10,66738,27988,4,6166,7,4,2,0.5,-1071607685,0
2017-03-31,52473,23230,13,1599,4.4000001,28,2,7.1428575E-2,-1071607685,0
2017-10-18,29847,14504,11,497,2.5,14,0,0,-1071607685,0
2017-11-11,13768,4130,8,1453,9,1,2,2,-1071607685,0
2017-06-01,29026,18973,4,622,6.8000002,13,0,0,-1071607685,0
2017-03-11,14109,12305,14,5988,5,21,1,4.7619049E-2,-1071607685,0
2017-10-06,51881,25660,5,905,8.8999996,21,3,0.14285715,-1071607685,0
2017-01-02,10118,5526,15,9029,6.1999998,18,0,0,-1071607685,0
2017-09-30,74570,14738,14,7963,0.80000001,30,4,0.13333334,-1071607685,0
2017-02-11,13768,1862,10,1003,9.6000004,21,2,9.5238097E-2,-1071607685,0
2017-04-23,18309,15259,9,3710,7.0999999,5,2,0.40000001,-1071607685,0
2017-11-07,75308,7004,13,6181,3.3,21,3,0.14285715,-1071607685,0
2017-11-26,24322,14831,11,9121,10,9,2,0.22222222,-1071607685,0
2017-09-23,18529,6175,13,1027,4.1999998,24,2,8.3333336E-2,-1071607685,0
2017-07-01,46496,8986,2,9958,9.8000002,29,4,0.13793103,-1071607685,0
2017-11-19,26945,4573,8,6390,3.7,3,2,0.66666669,-1071607685,0
2017-08-16,79757,10642,15,622,2.8,14,4,0.2857143,-1071607685,0
2017-11-06,51181,15562,12,5757,7.3000002,27,2,7.4074075E-2,-1071607685,0
2017-10-12,17712,28097,8,622,3.5999999,30,3,0.1,-1071607685,0
2017-08-03,27289,4767,12,9650,1.7,16,5,0.3125,-1071607685,0
2017-01-30,29719,26665,8,622,2.8,18,3,0.16666667,-1071607685,0
2017-04-18,24322,10943,14,9121,0.69999999,20,4,0.2,-1071607685,0
2017-05-10,29026,9216,14,9866,7.4000001,21,1,4.7619049E-2,-1071607685,0
2017-06-08,29847,21252,12,9958,4.3000002,14,3,0.21428572,-1071607685,0
2017-08-05,76542,12393,7,5688,7.1999998,18,4,0.22222222,-1071607685,0
2017-06-10,32693,16770,9,622,2.2,5,2,0.40000001,-1071607685,0
2017-08-21,79539,17908,6,715,4.5,27,4,0.14814815,-1071607685,0
2017-04-26,19880,5498,12,9761,7.8000002,18,4,0.22222222,-1071607685,0
2017-10-02,17712,12446,7,1599,1.3,9,0,0,-1071607685,0
2017-07-05,12334,9748,1,2992,2.5999999,19,0,0,-1071607685,0
2017-11-08,30717,19674,4,8237,7.5999999,30,4,0.13333334,-1071607685,0
2017-06-06,85286,16305,2,1453,4.1999998,22,2,9.0909094E-2,-1071607685,0
2017-08-22,17712,19052,12,622,4,16,0,0,-1071607685,0
2017-02-25,65855,29465,3,8135,0.60000002,5,2,0.40000001,-1071607685,0
2017-04-25,51881,28577,10,8237,2.8,13,1,0.07692308,-1071607685,0
2017-01-03,87563,27568,1,1453,3.0999999,14,2,0.14285715,-1071607685,0
2017-09-23,1169,20212,11,5002,7.1999998,15,3,0.2,-1071607685,0
2017-09-20,22128,13453,1,9076,1.5,22,2,9.0909094E-2,-1071607685,0
2017-04-06,65855,16498,8,3844,7.8000002,9,1,0.11111111,-1071607685,0
2017-09-09,85635,14831,14,497,9,30,2,0.06666667,-1071607685,0
2017-02-05,75308,30056,13,9076,6.3000002,7,5,0.71428573,-1071607685,0
2017-03-07,51881,7155,12,8237,5.5,25,2,7.9999998E-2,-1071607685,0
2017-12-17,75308,344,12,2798,9.1000004,1,0,0,-1071607685,0
2017-04-14,88592,14755,13,905,8.6000004,8,2,0.25,-1071607685,0
2017-04-21,79757,4015,9,3710,5.3000002,19,2,0.10526316,-1071607685,0
2017-02-25,8393,9143,14,9761,5,11,3,0.27272728,-1071607685,0
2017-07-06,79539,11603,6,9076,3.9000001,23,3,0.13043478,-1071607685,0
